COMP_ID,CPNAME,CPADDRESS1,CPADDRESS2,CPCITY,CPSTATE,CPZIP,CPPHONE,CPFAX,CPNOTES,TRACK_NO,IBM_NO,TAX_ID_TYP,TAX_ID,CPGROUP,SOB,DISABILITY,GLIABILITY,WORKCOMP,HIC,CONTRACTOR,CTL_NO,DM,CN,CC,FH,SR,SPECINSP,SI_NO,MOD_BY,MOD_WHEN
5400,AECOM,125 BROAD STREET,16TH FL.,NEW YORK,NY,10004,2123778400,2125102599,"Alivio, Ray <Ray.Alivio@aecom.com>",,,C,,01,,,,,,,,,,,,,True,004580,54,2019-08-29 12:22:36
5401,"1372 BROADWAY, LLC","417 FIFTH AVENUE, 4TH FLOOR",,NEW YORK,NY,10016,2126244300,,,,,C,,01,,,,,,,,,,,,,,,0,
5402,"MULLEN CONSTRUCTION CO, INC",9 MARTHA LANE,,GAYLORDSVILLE,CT,06755,8603549450,,,005317,,C,061216757,01,,2013-01-01,2013-01-01,2013-06-29,,True,,False,True,False,False,True,,,31,2012-12-05 10:01:53
5403,ALS RESTORATION CORP,4301 BOSTON POST ROAD,,BRONX,NY,10466,7183243000,,,031657,,C,020593540,01,,,,,,True,,,,,,,,,0,
5404,PRONTO REALTY,40-04 74TH STREET,,QUEENS,NY,11373,5168159468,,,,,C,,01,,,,,,,,,,,,,,,0,
5405,JOHN FOTIADIS ARCHITECT PLLC,201 W. 29TH ST.,6TH FL.,NEW YORK,NY,10001,,,,,,C,,01,,,,,,,,,,,,,,,122,2017-06-28 10:25:06.999000
5406,1175-77-85 ANDERSON AVENUE HDFC,1177 ANDERSON AVENUE,,BRONX,NY,10452,,,,,,C,,01,,,,,,,,,,,,,,,0,
5407,"VANGUARD TEMPORARIES, INC.",110 EAST 40TH STREET 8TH FLOOR,,NEW YORK,NY,10016,2129861400,2126827416,,,,C,,01,,,,,,,,,,,,,,,20,2013-03-25 11:38:59.999000
5408,CORPORATE DESIGN LLC,PO BOX 320623,,FAIRFIELD,CT,06825,2032552588,2032552598,,,,C,,01,,,,,,,,,,,,,,,0,
5409,CONSULTING ENGINEERS,8-03 COLLEGE POINT BLVD.,,COLLEGE POINT,NY,11356,9176573387,,,,,C,,01,,,,,,,,,,,,,,,0,
5410,"ADVANCED AMERICAN ENGINEERING, PLLC","445 BROAD HOLLOW ROAD, SUITE 25",,MELVILLE,NY,11747,6319305337,6317948447,,,,C,,01,,,,,,,,,,,,,True,,120,2016-09-14 11:42:40
5411,"RFR REALTY, LLC",275 MADISON AVE,,NEW YORK,NY,10016,2128830526,2128830071,,,,C,,01,,,,,,,,,,,,,,,0,
5412,VINCE/KELLWOOD COMPANY,9150 WILSHIRE BLVD,SUITE 240,LOS ANGELES,CA,90212,3109591078,3107103643,,,,C,,01,,,,,,,,,,,,,,,0,
5413,WHITE PINE TRADING LLC,"35 WEST 45TH STREET, 11TH FLOOR",,NEW YORK,NY,10036,6467580292,2128693032,,,,C,,01,,,,,,,,,,,,,,,0,
5414,CALVARY BAPTIST CHURCH,123 WEST 57TH STREET,,NEW YORK,NY,10019,,,,,,C,,01,,,,,,,,,,,,,,,0,
5415,"HATTCO GRAND PARK, LLC",P.O. BOX 1027,,DARIEN,CT,06820,2036620300,,,,,C,,01,,,,,,,,,,,,,,,0,
5416,"ANN, INC.",7 TIMES SQUARE,,NEW YORK,NY,10036,2125002961,,,,,C,,01,,,,,,,,,,,,,,,0,
5417,"KAREEM, LLC",601 BEACH 20TH STREET,,QUEENS,NY,11691,7187382318,,,,,C,,01,,,,,,,,,,,,,,,0,
5418,980 MADISON LLC C/O RFR REALTY LLC,757 3RD AVE,SUITE 702,NEW YORK,NY,10017,2127526190,2127526195,,,,C,,01,,,,,,,,,,,,,,,0,
5419,PARK PICTURES,"184 FIFTH AVENUE, 8TH FLOOR",,NEW YORK,NY,10010,2127410288,,,,,C,,01,,,,,,,,,,,,,,,0,
5420,CHABLI COMPANIES,,,,,,3059927575,,,,,C,,01,,,,,,,,,,,,,,,0,
5421,TM CONSULTING,391 BROADWAY,4TH FLOOR,NEW YORK,NY,10013,,,,,,C,,01,,,,,,,,,,,,,,,0,
5422,THOMAS TUNG PE,"99-32 66TH ROAD, #9C",,REGO PARK,NY,11374,7186068336,3476492022,,,,C,,01,,,,,,,,,,,,,,,31,2017-04-05 13:15:14
5423,VIR BUILDERS INC,74 LOGAN AVE,,STATEN ISLAND,NY,10301,7188164748,,(718) 472-4847,604890,,C,271229668,01,,,,,,,,,,,,,,,0,
5424,CTS GROUP,17 COMMERCE STREET,,CHATHAM,NJ,07928,9736355900,9736357444,,,,C,,01,,,,,,,,,,,,,,,0,
5425,NYU MEDICAL CENTER,545 FIRST AVE,,NEW YORK,NY,10016,2122635268,2122638229,,,,C,,01,,,,,,,,,,,,,,,0,
5426,NY SPINE CARE,192-32 NORTHERN BLVD,,FLUSHING,NY,11358,,,,,,C,,01,,,,,,,,,,,,,,,0,
5427,"VIDARIS, INC.",360 PARK AVENUE SOUTH,15TH FLOOR,NEW YORK,NY,10010,2126895389,,,,,C,,01,,,,,,,,,,,,,True,000301,19,2014-12-09 12:38:43.999000
5428,JANIC CONSTRUCTION CORP,19 ROBINSON AVENUE,,GLEN COVE,NY,11542,5162639435,,,607529,,C,452857571,01,,,,,,True,,,,,,,,,0,
5429,CPT GRAND AVENUE LLC. C/O CBRE,5000 CORPORATE COURT,2ND FLOOR,HOLTSVILLE,NY,11742,,,,,,C,,01,,,,,,,,,,,,,,,0,
5430,MIKE WEIN,135 COUNTRY CLUB DRIVE,,MONROE TOWNSHIP,NJ,08831,7325215939,,,,,C,,01,,,,,,,,,,,,,,,0,
5431,TOMA DESIGNS,47 WEST 88TH STREET #3B,,NEW YORK,NY,10024,3109238675,,,,,C,,01,,,,,,,,,,,,,,,0,
5432,SAKS FIFTH AVENUE,12 EAST 49TH STREET,,NEW YORK,NY,10017,2129405618,2129405495,,,,C,,01,,,,,,,,,,,,,,,0,
5433,NYC DEPT OF PARKS AND RECREATION,830 5TH AVE,THE ARSENAL - CENTRAL PARK,NYC,NY,10065,2126399675,,"Alternative Phone:
(212) 360-8270
(212) 360-3404",,,C,,01,,,,,,,,,,,,,,,0,
5434,"45 MAIN ASSOCIATES, LLC",45 MAIN STREET,SUITE 601,BROOKLYN,NY,11201,7186255505,,,,,C,,01,,,,,,,,,,,,,,,0,
5435,LIRO GROUP,3 AERIAL WAY,,SYOSSET,NY,11791,5169385476,5169375421,,,,C,,01,,,,,,,,,,,,,,,223,2022-10-03 16:04:34.999000
5436,LEBAR MANAGEMENT,"51 EAST 42ND ST., SUITE 516",,NEW YORK,NY,10017,2126612233,,,,,C,,01,,,,,,,,,,,,,,,0,
5437,SPRINGLINE CORP.,566 MERRICK RD.,,ROCKVILLE CENTRE,,11570,,,,605946,,C,273308618,01,,,,,,,,,,,,,,,0,
5438,73 TRIBECA LLC,73 LEONARD STREET,,NEW YORK,NY,10013,9175482000,,,608417,,C,453528250,01,,2013-02-14,2012-10-06,2013-02-08,,True,,,,,,,,,0,
5439,"A.G. CONSULTING ENGINEERING, PC",131 WEST 33RD ST.,STE. 12B,NEW YORK,NY,10001,2122680950,2122687497,,,,C,,01,,,,,,,,,,,,,,,0,
5440,THE GORDIAN GROUP,44-36 VERNON BLVD,,LIC,NY,11101,7183495410,,,,,C,,01,,,,,,,,,,,,,,,41,2015-11-04 15:03:08.999000
5441,"CHAPEL ELECTRIC CO., LLC",1985 FOUNDERS DRIVE,,DAYTON,OH,45420,9372222290,9372223453,,,,C,,01,,,,,,,,,,,,,,,0,
5442,LJB INC.,2500 NEWMARK DR,,MIAMISBURG,OH,45342,9372595000,9372595100,,,,C,,01,,,,,,,,,,,,,,,54,2012-10-23 11:14:12
5443,HEAPY CONSULTANTS LLC,1400 W. DOROTHY LANE,,DAYTON,OH,45409,9372240861,9372245777,,,,C,,01,,,,,,,,,,,,,,,0,
5444,"JW MAYS, INC.",9 BOND STREET,,BROOKLYN,NY,11201,7186247400,7189350378,,,,C,,01,,,,,,,,,,,,,,,0,
5445,MEP INSPECTIONS INC.,"2 PARK AVENUE, 20TH FLOOR",,NEW YORK,NY,10016,9176234952,2122283557,,,,C,,01,,,,,,,,,,,,,True,001102,120,2020-01-15 15:11:12
5446,LIFEBOOKER,45 MAIN STREET,SUITE 524,BROOKLYN,NY,11201,7188018698,,,,,C,,01,,,,,,,,,,,,,,,0,
5447,URBAN ARCHITECTURAL INITIATIVES,"233 BROADWAY, SUITE 2150",,NEW YORK,NY,10007,2129791510,,,,,C,,01,,,,,,,,,,,,,,,0,
5448,PATRICIA BENNETT,,,,,,,,,,,C,,01,,,,,,,,,,,,,,,0,
5449,J & R MECHANICAL SERVICES INC.,880 EAST 141ST STREET,,BRONX,NY,10454,7183289935,7183283846,,,,C,,01,,,,,,,,,,,,,,,0,
5450,"COLUM 75 INC. C/O GROGAN & ASSOCIATES, I",320 EAST 39TH STREET 3RD FLOOR,,NEW YORK,NY,10016,2123701480,2126972180,,,,C,,01,,,,,,,,,,,,,,,0,
5451,RENISS INC.,149 MADISON AVENUE,,NEW YORK,NY,10016,2125326755,,,037128,,C,,01,,,,,,,,,,,,,,,0,
5452,HARMAN JABLIN ARCHITECTS LLP,307 WEST 38TH STREET,,NEW YORK,NY,10018,2122794477,2122797744,,,,C,,01,,,,,,,,,,,,,,,56,2013-03-21 09:10:30.999000
5453,ROBFEL LLC,201 E 80TH ST,SUITE 6C,NEW YORK,NY,10021,,,,,,C,,01,,,,,,,,,,,,,,,0,
5454,DEPT. OF ENVIRONMENTAL PROTECTION,96-05 HORACE HARDING EXPRESSWAY 2ND FLOO,,CORONA,NY,11368,7185954971,,,,,C,,01,,,,,,,,,,,,,,,84,2013-11-21 15:43:46.999000
5455,"SRF PARTNERSHIP, L.P.",502 PARK AVE,PH 30,NEW YORK,NY,10021,,,,,,C,,01,,,,,,,,,,,,,,,0,
5456,PLAZA CONSTRUCTION CORP*,1065 AVENUE OF THE AMERICAS,7TH FLOOR,NEW YORK,NY,10018,2128494800,,,002537,,C,133378361,01,,,,,,,,,,,,,,,0,
5457,PLAZA CONSTRUCTION CORP.,1065 AVENUE OF AMERICAS,7TH FLOOR,NEW YORK,NY,10018,2128494800,6469575865,,002537,,C,133378361,01,,,,,,,,,,,,,,,0,
5459,MR. & MRS. PANTELIODIS,152-28 12TH ROAD,,WHITESTONE,NY,11357,,,,,,C,,01,,,,,,,,,,,,,,,0,
5460,31 LINCOLN ROAD DEVELOPMENT LLC,82 HALSEY STREET,,BROOKLYN,NY,11216,7187894701,7187894708,,,,C,,01,,,,,,,,,,,,,,,0,
5461,ANNE-MARIE SINGER,240 W. 98TH STREET APARTMENT 3G,,NEW YORK,NY,10025,5124235937,,,,,C,,01,,,,,,,,,,,,,,,0,
5462,JOSEPH RAMONDINO,64-54 60TH ROAD,,MASPETH,NY,11378,7188214293,,,,,C,,01,,,,,,,,,,,,,,,0,
5463,"BR DESIGN ASSOCIATES, LLC","233 SPRING STREET, SUITE 801",,NEW YORK,NY,10013,2125248585,2125248501,,,,C,,01,,,,,,,,,,,,,,,0,
5464,WEXLER ASSOCIATES,12 WEST 32ND STREET,,NEW YORK,NY,10001,2126431500,2126432277,,,,C,,01,,,,,,,,,,,,,,,0,
5465,STUDLEY,"399 PARK AVENUE, 11TH FLOOR",,NEW YORK,NY,10022,2123268623,2123268661,,,,C,,01,,,,,,,,,,,,,,,0,
5466,JOSEPH FRANKE,118-02 84TH AVENUE,,KEW GARDENS,NY,11415,,,,,,C,,01,,,,,,,,,,,,,,,0,
5467,RAHR ENTERPRISES LLC.,"725 5TH AVENUE, 24TH FLOOR",,NEW YORK,NY,10022,6463007104,,,,,C,,01,,,,,,,,,,,,,,,0,
5468,"CALLISON ARCHITECTS, P.C.*",148 LAFAYETTE STREET,11TH FLOOR,NEW YORK,NY,10013,2126917200,2123549253,,,,C,,01,,,,,,,,,,,,,,,0,
5469,TISHMAN,TWO GATEWAY CENTER,17TH FLOOR,NEWARK,NJ,07102,,,,,,C,133066246,01,,,,,,,,,,,,,,,92,2018-09-05 13:52:57
5470,RIOS SENIOR RESIDENCE HDFC C/O HOPE COMM,174 EAST 104TH STREET,,NEW YORK,NY,10029,2128608821,,,,,C,,01,,,,,,,,,,,,,,,0,
5471,NEW BEDFORD MANAGEMENT CORP.,"210 EAST 23RD STREET, 5TH FLOOR",,NEW YORK,NY,10010,2126746123,2125320248,,,,C,,01,,,,,,,,,,,,,,,19,2021-02-22 15:24:42
5472,"TPG ARCHITECTURE, LLP",31 PENN PLAZA,"132 WEST 31ST STREET, 5TH FLOOR",NEW YORK,NY,10001,2127680800,2127681597,,,,C,,01,,,,,,,,,,,,,True,,41,2016-03-22 10:57:33
5473,G.D.O.,10-34 44TH DRIVE,,LONG ISLAND CITY,NY,11101,,,,,,C,,01,,,,,,,,,,,,,,,0,
5474,COPPOLA PAVING AND LANDSCAPING CORPORATI,3830 BOSTON ROAD,,BRONX,NY,10475,7183258815,7183259305,"DOT Contacts:
Don
Bert & Amina",,00263,C,,01,,,,,,,,,,,,,,,63,2012-11-28 16:17:52
5475,DARGER ERRANTE YAVITZ & BLAU LLP,"116 EAST 27TH STREET, 12TH FLOOR",,NEW YORK,NY,10016,2124525300,2124525301,,,,C,,01,,,,,,,,,,,,,,,0,
5476,RHADEL 2 LLC,7119 E. SHEA BLVD.,,SCOTTSDALE,AZ,85254,4808602727,,,,,C,,01,,,,,,,,,,,,,,,0,
5477,"PARAMOUNT CONTRACT SERVICES, LLC",535 LIBERTY AVENUE,SUITE 201,PITTSBURGH,PA,15222,4122819650,4122819653,,608683,,C,271113078,01,,,,,,,,,,,,,,,31,2015-11-13 13:56:13.999000
5478,836 BROADWAY ASSOCIATES,836 BROADWAY,,NEW YORK,NY,10003,2124770033,,,,,C,,01,,,,,,,,,,,,,,,0,
5479,HARRISON FRENCH  & ASSOCIATES ARCH/ENG,"809 S.W.A STREET, SUITE 201",,BENTONVILLE,AR,72712,4792737780,4792739436,,,,C,,01,,,,,,,,,,,,,,,0,
5480,NEW ORDER CONSTRUCTION,115 HALSTEAD AVENUE,,HARRISON,NY,10528,6465330619,,,607302,,C,452442291,01,,,,,,,,,,,,,,,0,
5481,"HDR, INC.","500 SEVENTH AVENUE, 11TH FLOOR",,NEW YORK,NY,10018,2129041212,,,,,C,,01,,,,,,,,,,,,,,,33,2014-02-25 15:01:58.999000
5482,WILLIAM F. LOFTUS ASSOCIATES,120 CHARLOTTE PLACE,,ENGLEWOOD CLIFFS,NJ,07862,2018714800,2018718950,,,,C,,01,,,,,,,,,,,,,,,0,
5483,GIORGIO ARMANI,114 FIFTH AVENUE,,NEW YORK,NY,10011,,,,,,C,,01,,,,,,,,,,,,,,,0,
5484,PETER POWA,"150 CENTRAL PARK SOUTH, #501",,NEW YORK,NY,10019,,,,,,C,,01,,,,,,,,,,,,,,,0,
5485,CHIARCHIARO,6 COLONIAL CIRCLE,,GLENWOOD,NJ,07418,,,,,,C,,01,,,,,,,,,,,,,,,0,
5486,FERRARA INC.,5023 69TH PLACE,,WOODSIDE,NY,11377,7184249001,,,608186,,C,273989809,01,,,,,,True,,,,,,,,,0,
5487,LEONG LEONG ARCHITECTURE,157 BOWERY,NO 2B,NEW YORK,NY,10002,9175681620,,,,,C,,01,,,,,,,,,,,,,,,0,
5488,SECODA,38 ROCKINGHORSE TRAIL,,RYE BROOK,NY,10573,9149240441,,,,,C,,01,,,,,,False,,,,,,,,,33,2017-11-16 15:39:49.999000
5489,ARKEN INC.,145-11 JAMAICA AVENUE,,JAMAICA,NY,11435,7186581800,7186584194,,000349,,C,133802069,01,,,,,,,,,,,,,,,0,
5490,U.S. GENERAL SERVICES ADMINISTRATION,ENGINEERING SERVICES BRANCH,"26 FEDERAL PLAZA, ROOM 17-100",NEW YORK,NY,10278,3475600719,,,,,C,,01,,,,,,,,,,,,,,,0,
5491,PBC GROUP LLC,19 MARBLE AVENUE,,PLEASANTVILLE,NY,10570,9147690690,,,607390,,C,271767876,01,,2012-07-14,2012-05-01,2012-07-25,,True,,,,,,,,,0,
5492,525 DELAWARE LLC,"575 EIGHTH AVENUE, SUITE 2400",,NEW YORK,NY,10018,2126546662,,,,,C,,01,,,,,,,,,,,,,,,0,
5493,DESIGN BUILD CONCEPTS,1019 BROADWAY,,WOODMERE,NY,11598,9178040998,5163740143,,,,C,,01,,,,,,,,,,,,,,,0,
5494,SUNNYSIDE GARDEN APARTMENTS C/O PHIPPS,902 BROADWAY,,NEW YORK,NY,10010,2122439090,,,,,C,,01,,,,,,,,,,,,,,,0,
5495,TRISTATE PLUMBING SERVICES CORP,1431 CROMWELL AVENUE,,BRONX,NY,10452,2125630341,,,,,C,263468122,01,,,,,,True,,,,,,,,,31,2018-04-05 09:49:13.999000
5496,"HAG PLUMBING & HEATING, INC.",11-14 MAIN AVENUE,,NEW YORK,NY, 1110,7187867733,,,,,C,,01,,,,,,,,,,,,,,,0,
5497,460 PARK AVE SOUTH ASSOC.,"3 COLUMBUS CIRCLE, SUITE 2300",,NEW YORK,NY,10019,2128084000,,,,,C,,01,,,,,,,,,,,,,,,19,2014-04-07 09:36:50
5498,PELHAM CONSTRUCTION CORP.,230 EAST 85TH STREET,,NEW YORK,NY,10028,2127728830,2122496741,"DOT Contacts:
Don
Bert & Amina",005326,01027,C,133121423,01,,2013-10-10,2013-10-31,2013-04-01,,True,,False,False,False,False,False,,,63,2012-11-28 16:15:27.999000
5499,"JEPOL CONSTRUCTION, INC.",49-01 GRAND AVE,,MASPETH,NY,11378,7185059210,7185059212,,20465,,C,113531666,01,,,,,,,,,,,,,,,92,2014-08-28 16:12:05.998000
5500,BELIDA ASSOCIATES INC,149-39 15TH ROAD,,WHITESTONE,NY,11357,7187466654,,,601312,,C,,01,,,,,,True,,,,,,,,,0,
5501,W.E. BONNIE CONTRACTING INC.,38 SINTSINK DRIVE EAST,,PORT WASHINGTON,NY,11050,5167670002,5169443985,,606970,,C,,01,,,,,,,,,,,,,,,0,
5502,"A&J CONSTRUCTION OF NY, INC",163 FOXWOOD ROAD,,WEST NYACK,NY,10994,8453532492,,,602906,,C,261547616,01,,,,,,,,,,,,,,,0,
5503,TRI-STAR CONSTRUCTION CORP.,"770 LEXINGTON AVENUE, 13TH FLOOR",,NEW YORK,NY,10065,2124860808,2127540274,www.TriStarConstruction.com,002288,,C,133489410,01,,2016-01-01,2015-12-08,2016-04-01,,True,,False,True,True,False,True,,,120,2018-04-25 10:42:29.999000
5504,"AKAM ASSOCIATES, INC.*","260 MADISON AVENUE, 12TH FLOOR",,NEW YORK,NY,10016,2129860001,2129860002,Old fax # (646) 329-0390,,,C,,01,,,,,,,,,,,,,,,0,
5505,"FRANZ SEBORGA, P.E.",33-05 90TH STREET,APT 6E,JACKSON HEIGHTS,NY,11372,7183168501,,,,,C,,01,,,,,,,,,,,,,,,0,
5506,STARR MECHANICAL CORP,8704 FOSTER AVENUE,,BROOKLYN,NY,11236,7188596068,,,,,C,,01,,,,,,,,,,,,,,,0,
5507,PELAS REALTY,300 EAST 106TH STREET,,NEW YORK,NY,1--29,5167701330,,,,,C,,01,,,,,,,,,,,,,,,0,
5508,DEWITT TISHMAN ARCHITECTS LLP,"770 LEXINGTON AVE, 12TH FLOOR",,NEW YORK,NY,10065,2123170088,2123170101,,,,C,,01,,,,,,,,,,,,,True,004271,19,2014-02-04 17:35:25.999000
5509,"215 WEST 40TH STREET, LLC C/O KAUFMAN MA","450 7TH AVENUE, SUITE 1905",,NEW YORK,NY,10123,2124714340,2127361276,,,,C,,01,,,,,,,,,,,,,,,0,
5510,SIGNSTAR NYC,654 4TH AVE,,BROOKLYN,NY,11232,7187887593,,,,,C,263666467,01,,,,,,True,,,,,,,,,0,
5511,"CHAMPION METAL & GLASS, INC.",45 E. INDUSTRY COURT,,DEER PARK,NY,11729,6312542560,6312543179,"DOT Contacts:
Don
Bert & Amina",,29122,C,,01,,,,,,,,,,,,,,,63,2012-11-28 16:15:51
5512,"TECHNICAL PROBLEM SOLVERS, INC.",,,,,,6313613401,6313613461,,,,C,,01,,,,,,,,,,,,,,,0,
5513,ARCHSTONE BUILDERS LLC,"242 WEST 30TH STREET, #1003",,NEW YORK,NY,10001,2124011220,9173981706,"Pin: a0000
DOT contacts:
Don 
Bert & Amina",608319,31746,C,453368021,01,,,,,,True,,True,True,True,,True,,,33,2018-02-15 16:06:58
5514,BAKER PROJECT CONSULTING,"1800 K ST, SUITE 1122",,WASHINGTON,DC,20006,2024705793,2023180285,,,,C,,01,,,,,,,,,,,,,,,0,
5515,GHURKA,584 BROADWAY,,NEW YORK,NY,10012,2129937201,,,,,C,,01,,,,,,,,,,,,,,,0,
5516,MR. & MRS ED KELLY,247-38 39TH AVENUE,,QUEENS,NY,11363,,,,,,C,,01,,,,,,,,,,,,,,,0,
5517,THE GARTH ORGANIZATION,"47-09 30TH ST, SUITE 600",,LONG ISLAND CITY,NY,11101,,,,,,C,,01,,,,,,,,,,,,,,,46,2016-03-15 14:52:18
5518,HUDSON CONDOMINIUMS,225 WEST 60TH STREET,,NEW YORK,NY,,,,,,,C,,01,,,,,,,,,,,,,,,0,
5519,SEYFARTH SHAW LLP,620 EIGHTH AVENUE,,NEW YORK,NY,10018,2122185520,9173441198,,,,C,,01,,,,,,,,,,,,,,,0,
5520,"NORTH SHORE NEON SIGN CO, INC",46-49 54TH AVENUE,,MASPETH,NY,11378,7189374848,6316672509,,001709,,C,111968125,01,,,,,,,,,,,,,,,0,
5521,SPM PROPERTY MANAGEMENT,5459 PINEHURST DRIVE,,WILMINGTON,DE,19808,3022941641,9417983349,,,,C,,01,,,,,,,,,,,,,,,0,
5522,131 EAST 81ST STREET OWNERS CORP.,"131 EAST 81ST STREET, PHB",,NEW YORK,NY,10028,6466451968,,,,,C,,01,,,,,,,,,,,,,,,0,
5523,RALLY RESTORATION CORP, 5 PENN PLAZA 19TH FLOOR,,NEW YORK,NY,10001,2128496893,,,029178,,C,743106743,01,,,,,,,,,,,,,,,0,
5524,DOUGLAS SIMMONS,921 CROES AVENUE,,BRONX,NY,10473,7187214690,,,005335,,C,078524868,01,,,,,,,,,,,,,,,129,2019-03-07 08:57:40.999000
5525,LANE ENGINEERING,37 SCHILDBACH RD.,,BEDFORD,NY,10506,9142347665,,,,,C,,01,,,,,,,,,,,,,,,0,
5526,TODD RADER + AMY CREWS ARCHITECTURE LLC,653 CARROLL STREET,,BROOKLYN,NY,11215,7186365185,7183986553,,,,C,,01,,,,,,,,,,,,,,,0,
5527,PHIL TOLEDANO,62 ORCHARD STREET (UNIT #7),,NEW YORK,NY,10002,,,,,,C,,01,,,,,,,,,,,,,,,0,
5528,GENTILE CONSTRUCTION CORP.,451 OLD NEPPERHAN AVENUE,,YONKERS,NY,10703,9149690736,,,604588,,C,,01,,2012-04-13,2011-10-30,2012-02-16,,True,,,,,,,,,0,
5529,ARCADIA  BUILDERS CORPORATION,29-07 119TH STREET,,FLUSHING,NY,11354,7183588387,,,608876,,C,264250483,01,,,,,,,,,,,,,,,0,
5530,CAPALINO + COMPANY,,,,,,2126165810,2126165830,,,,C,,01,,,,,,,,,,,,,,,0,
5531,DMV MECHANICAL,20-07 129TH STREET,,COLLEGE POINT,NY,11356,7186744645,7185396175,,,,C,,01,,,,,,,,,,,,,,,0,
5533,ERIC SCHWARTZ,"311 EAST 38TH STREET, APT 26A",,NEW YORK,NY,10016,2122755085,,,,,C,,01,,,,,,,,,,,,,,,0,
5534,CITI REALTY SERVICES,"388 GREENWICH STREET, 11TH FLOOR",,NEW YORK,NY,10013,2128163244,,,,,C,,01,,,,,,,,,,,,,,,0,
5535,CPG ARCHITECTS,ONE DOCK STREET,,STAMFORD,CT,06902,2032749706,2039847858,,,,C,,01,,,,,,,,,,,,,,,0,
5536,"17-19 ASSOCIATES, LLC","C/O ABS PARTNERS REAL ESTATE, LLC",200 PARK AVENUE SOUTH,NEW YORK,NY,,,,,,,C,,01,,,,,,,,,,,,,,,0,
5537,ACTIVE FIRE SPRINKLER NYC LLC,63 FLUSHING AVE,UNIT 216,BROOKLYN,NY,11205,7188348300,7188344887,,,,C,,01,,,,,,,,,,,,,,,0,
5538,LE PAIN QUOTIDIEN,434 BROADWAY,,NEW YORK,NY,10013,2123599000,2123599029,,,,C,,01,,,,,,,,,,,,,,,0,
5539,JMA CONSULTANTS & ENGINEERS PC,580 SYLVAN AVENUE,SUITE 1L,ENGLEWOOD CLIFFS,NJ,07632,2128160448,2018160558,,,,C,,01,,,,,,,,,,,,,,,0,
5540,FDNY FIRE ALARM INSPECTION UNIT,"9 METROTECH, 3RD FLOOR",,BROOKLYN,NY,11201,,7189992892,,,,C,,01,,,,,,,,,,,,,,,84,2012-11-30 12:36:40
5541,BACELE REALTY CORP,3 FILASKY COURT,,GLEN HEAD,NY,11545,7187622233,,,,,C,,01,,,,,,,,,,,,,,,0,
5542,WU & WONG BROTHERS REALTY INC.,6215 6TH AVENUE,,BROOKLYN,NY,,,,,,,C,,01,,,,,,,,,,,,,,,0,
5543,NYPL CAPITAL PLANNING AND CONSTR,476 FIFTH AVENUE ROOM 78,,NEW YORK,NY,10018,2129300523,,,,,C,,01,,,,,,,,,,,,,,,0,
5544,DYNAMIC ENERGY GROUP INC,"190 MOORE STREET, SUITE 410",,HACKENSACK,NJ,07601,2012895690,,,603630,,C,510634681,01,,,,,,True,,,,,,,,,0,
5545,CARLYLE DEVELOPEMENT SERVICES LLC,"295 MADISON AVENUE, SUITE 320",,NEW YORK,NY,10017,2124614308,6462101774,,,,C,,01,,,,,,,,,,,,,,,0,
5546,KWONG Y. YEE IRREVOCABLE TRUST,363 BLEECKER STREET,,NEW YORK,NY,10014,9149239567,,,,,C,,01,,,,,,,,,,,,,,,0,
5547,MARKETING NEW YORK,,,,,,3475837407,,"Sandra Tharas 
Marketing New York 
sandra.tharas@german-christmas-market.com 
www.german-christmas-market.com 
",,,C,,01,,,,,,,,,,,,,,,0,
5548,SHORENSTEIN REALTY,850 THIRD AVE 10TH FLOOR,,NEW YORK,NY,10022,2129862100,2128166157,,,,C,,01,,,,,,,,,,,,,,,0,
5549,ANBAU ENTERPRISES,"206 5TH AVENUE, 4TH FLOOR",,NEW YORK,NY,10010,2127411325,2127411331,,,,C,,01,,,,,,,,,,,,,,,0,
5550,TREBER REALTY LLC C/O RAO & RAO LLC,550 MAMARONECK AVENUE,,HARRISON,NY,10528,9146667262,,,,,C,,01,,,,,,,,,,,,,,,0,
5551,L & K PARTNERS INC.,104 EAST 25TH STREET,7TH FLOOR,NEW YORK,NY,10010,2126828448,,"Pin: 00001
DOT Contacts
Don
Bert
Amina",007320,21108,C,133957567,01,,,,,,,,,,,,,,,56,2013-01-28 14:25:10.999000
5552,PRECISIONS DESIGNS ARCHITECTURE,52 COMMERCE DRIVE,,FARMINGDALE,NY,11735,6315010240,,,,,C,,01,,,,,,,,,,,,,,,0,
5553,"WE CARE TRADING CO., LTD",842 AVENUE OF THE AMERICAS,,NEW YORK,NY,10001,,,,,,C,,01,,,,,,,,,,,,,,,0,
5554,"STEVEN WINTER ASSOCIATES, INC.","307 7TH AVENUE, SUITE 1201",,NEW YORK,NY,10001,2125645800,,"Steven Winter Design, a Division of Steven Winter Associates, Inc.",,,C,,01,,,,,,,,,,,,,True,,20,2014-03-26 13:13:15
5555,THE METROPOLITAN OPERA HOUSE*,70 LINCOLN CENTER PLAZA,,NEW YORK,NY,10023,,,,,,C,,01,,,,,,,,,,,,,,,0,
5556,OTTE ARCHITECTURE,116 CHAMBERS STREET 4TH FLOOR,,NEW YORK,NY,10007,2129650314,2129650344,,,,C,,01,,,,,,,,,,,,,,,0,
